Date,co2,no2,sootA,sootM
494159942,56,45,25,364
494159943,248,30,13,183
494159944,47,39,23,98
494159945,19,45,20,435
494159946,370,39,14,37
494159947,424,40,21,302
494159948,463,41,17,140
494159949,24,31,17,225
494159950,358,45,17,438
494159951,411,42,15,40
494159952,271,34,23,49
494159953,116,41,20,412
494159954,284,43,25,469
494159955,396,37,24,53
494159956,1,35,12,246
494159957,473,40,21,181
494159958,200,32,17,73
494159959,237,35,12,441
494159960,100,42,17,303
494159961,336,39,15,150
494159962,394,30,14,146
494159963,310,41,13,205
494159964,242,43,12,160
494159965,114,34,12,295
494159966,472,31,17,347
494159967,161,35,16,245
494159968,422,34,14,48
494159969,73,35,18,194
494159970,240,34,21,285
494159971,128,32,13,300
494159972,144,32,19,288
494159973,294,37,14,281
494159974,56,45,25,364
494159975,248,30,13,183
494159976,47,39,23,98
494159977,19,45,20,435
494159978,370,39,14,37
494159979,424,40,21,302
494159980,463,41,17,140
494159981,24,31,17,225
494159982,358,45,17,438
494159983,411,42,15,40
494159984,271,34,23,49
494159985,116,41,20,412
494159986,284,43,25,469
494159987,396,37,24,53
494159988,1,35,12,246
494159989,473,40,21,181
494159990,200,32,17,73
494159991,237,35,12,441
494159992,100,42,17,303
494159993,336,39,15,150
494159994,394,30,14,146
494159995,310,41,13,205
494159996,242,43,12,160
494159997,114,34,12,295
494159998,472,31,17,347
494159999,161,35,16,245
494160000,422,34,14,48
494160001,73,35,18,194
494160002,240,34,21,285
494160003,128,32,13,300
494160004,144,32,19,288
494160005,294,37,14,281
494160006,56,45,25,364
494160007,248,30,13,183
494160008,47,39,23,98
494160009,19,45,20,435
494160010,370,39,14,37
494160011,424,40,21,302
494160012,463,41,17,140
494160013,24,31,17,225
494160014,358,45,17,438
494160015,411,42,15,40
494160016,271,34,23,49
494160017,116,41,20,412
494160018,284,43,25,469
494160019,396,37,24,53
494160020,1,35,12,246
494160021,473,40,21,181
494160022,200,32,17,73
494160023,237,35,12,441
494160024,100,42,17,303
494160025,336,39,15,150
494160026,394,30,14,146
494160027,310,41,13,205
494160028,242,43,12,160
494160029,114,34,12,295
494160030,472,31,17,347
494160031,161,35,16,245
494160032,422,34,14,48
494160033,73,35,18,194
494160034,240,34,21,285
494160035,128,32,13,300
494160036,144,32,19,288
494160037,294,37,14,281
494160038,56,45,25,364
494160039,248,30,13,183
494160040,47,39,23,98
494160041,19,45,20,435
494160042,370,39,14,37
494160043,424,40,21,302
494160044,463,41,17,140
494160045,24,31,17,225
494160046,358,45,17,438
494160047,411,42,15,40
494160048,271,34,23,49
494160049,116,41,20,412
494160050,284,43,25,469
494160051,396,37,24,53
494160052,1,35,12,246
494160053,473,40,21,181
494160054,200,32,17,73
494160055,237,35,12,441
494160056,100,42,17,303
494160057,336,39,15,150
494160058,394,30,14,146
494160059,310,41,13,205
494160060,242,43,12,160
494160061,114,34,12,295
494160062,472,31,17,347
494160063,161,35,16,245
494160064,422,34,14,48
494160065,73,35,18,194
494160066,240,34,21,285
494160067,128,32,13,300
494160068,144,32,19,288
494160069,294,37,14,281
494160070,56,45,25,364
494160071,248,30,13,183
494160072,47,39,23,98
494160073,19,45,20,435
494160074,370,39,14,37
494160075,424,40,21,302
494160076,463,41,17,140
494160077,24,31,17,225
494160078,358,45,17,438
494160079,411,42,15,40
494160080,271,34,23,49
494160081,116,41,20,412
494160082,284,43,25,469
494160083,396,37,24,53
494160084,1,35,12,246
494160085,473,40,21,181
494160086,200,32,17,73
494160087,237,35,12,441
494160088,100,42,17,303
494160089,336,39,15,150
494160090,394,30,14,146
494160091,310,41,13,205
494160092,242,43,12,160
494160093,114,34,12,295
494160094,472,31,17,347
494160095,161,35,16,245
494160096,422,34,14,48
494160097,73,35,18,194
494160098,240,34,21,285
494160099,128,32,13,300
494160100,144,32,19,288
494160101,294,37,14,281
494160102,56,45,25,364
494160103,248,30,13,183
494160104,47,39,23,98
494160105,19,45,20,435
494160106,370,39,14,37
494160107,424,40,21,302
494160108,463,41,17,140
494160109,24,31,17,225
494160110,358,45,17,438
494160111,411,42,15,40
494160112,271,34,23,49
494160113,116,41,20,412
494160114,284,43,25,469
494160115,396,37,24,53
494160116,1,35,12,246
494160117,473,40,21,181
494160118,200,32,17,73
494160119,237,35,12,441
494160120,100,42,17,303
494160121,336,39,15,150
494160122,394,30,14,146
494160123,310,41,13,205
494160124,242,43,12,160
494160125,114,34,12,295
494160126,472,31,17,347
494160127,161,35,16,245
494160128,422,34,14,48
494160129,73,35,18,194
494160130,240,34,21,285
494160131,128,32,13,300
494160132,144,32,19,288
494160133,294,37,14,281
494160134,56,45,25,364
494160135,248,30,13,183
494160136,47,39,23,98
494160137,19,45,20,435
494160138,370,39,14,37
494160139,424,40,21,302
494160140,463,41,17,140
494160141,24,31,17,225
494160142,358,45,17,438
494160143,411,42,15,40
494160144,271,34,23,49
494160145,116,41,20,412
494160146,284,43,25,469
494160147,396,37,24,53
494160148,1,35,12,246
494160149,473,40,21,181
494160150,200,32,17,73
494160151,237,35,12,441
494160152,100,42,17,303
494160153,336,39,15,150
494160154,394,30,14,146
494160155,310,41,13,205
494160156,242,43,12,160
494160157,114,34,12,295
494160158,472,31,17,347
494160159,161,35,16,245
494160160,422,34,14,48
494160161,73,35,18,194
494160162,240,34,21,285
494160163,128,32,13,300
494160164,144,32,19,288
494160165,294,37,14,281
494160166,56,45,25,364
494160167,248,30,13,183
494160168,47,39,23,98
494160169,19,45,20,435
494160170,370,39,14,37
494160171,424,40,21,302
494160172,463,41,17,140
494160173,24,31,17,225
494160174,358,45,17,438
494160175,411,42,15,40
494160176,271,34,23,49
494160177,116,41,20,412
494160178,284,43,25,469
494160179,396,37,24,53
494160180,1,35,12,246
494160181,473,40,21,181
494160182,200,32,17,73
494160183,237,35,12,441
494160184,100,42,17,303
494160185,336,39,15,150
494160186,394,30,14,146
494160187,310,41,13,205
494160188,242,43,12,160
494160189,114,34,12,295
494160190,472,31,17,347
494160191,161,35,16,245
494160192,422,34,14,48
494160193,73,35,18,194
494160194,240,34,21,285
494160195,128,32,13,300
494160196,144,32,19,288
494160197,294,37,14,281
494160198,56,45,25,364
494160199,248,30,13,183
494160200,47,39,23,98
494160201,19,45,20,435
494160202,370,39,14,37
494160203,424,40,21,302
494160204,463,41,17,140
494160205,24,31,17,225
494160206,358,45,17,438
494160207,411,42,15,40
494160208,271,34,23,49
494160209,116,41,20,412
494160210,284,43,25,469
494160211,396,37,24,53
494160212,1,35,12,246
494160213,473,40,21,181
494160214,200,32,17,73
494160215,237,35,12,441
494160216,100,42,17,303
494160217,336,39,15,150
494160218,394,30,14,146
494160219,310,41,13,205
494160220,242,43,12,160
494160221,114,34,12,295
494160222,472,31,17,347
494160223,161,35,16,245
494160224,422,34,14,48
494160225,73,35,18,194
494160226,240,34,21,285
494160227,128,32,13,300
494160228,144,32,19,288
494160229,294,37,14,281
494160230,56,45,25,364
494160231,248,30,13,183
494160232,47,39,23,98
494160233,19,45,20,435
494160234,370,39,14,37
494160235,424,40,21,302
494160236,463,41,17,140
494160237,24,31,17,225
494160238,358,45,17,438
494160239,411,42,15,40
494160240,271,34,23,49
494160241,116,41,20,412
494160242,284,43,25,469
494160243,396,37,24,53
494160244,1,35,12,246
494160245,473,40,21,181
494160246,200,32,17,73
494160247,237,35,12,441
494160248,100,42,17,303
494160249,336,39,15,150
494160250,394,30,14,146
494160251,310,41,13,205
494160252,242,43,12,160
494160253,114,34,12,295
494160254,472,31,17,347
494160255,161,35,16,245
494160256,422,34,14,48
494160257,73,35,18,194
494160258,240,34,21,285
494160259,128,32,13,300
494160260,144,32,19,288
494160261,294,37,14,281
494160262,56,45,25,364
494160263,248,30,13,183
494160264,47,39,23,98
494160265,19,45,20,435
494160266,370,39,14,37
494160267,424,40,21,302
494160268,463,41,17,140
494160269,24,31,17,225
494160270,358,45,17,438
494160271,411,42,15,40
494160272,271,34,23,49
494160273,116,41,20,412
494160274,284,43,25,469
494160275,396,37,24,53
494160276,1,35,12,246
494160277,473,40,21,181
494160278,200,32,17,73
494160279,237,35,12,441
494160280,100,42,17,303
494160281,336,39,15,150
494160282,394,30,14,146
494160283,310,41,13,205
494160284,242,43,12,160
494160285,114,34,12,295
494160286,472,31,17,347
494160287,161,35,16,245
494160288,422,34,14,48
494160289,73,35,18,194
494160290,240,34,21,285
494160291,128,32,13,300
494160292,144,32,19,288
494160293,294,37,14,281
494160294,56,45,25,364
494160295,248,30,13,183
494160296,47,39,23,98
494160297,19,45,20,435
494160298,370,39,14,37
494160299,424,40,21,302
494160300,463,41,17,140
494160301,24,31,17,225
494160302,358,45,17,438
494160303,411,42,15,40
494160304,271,34,23,49
494160305,116,41,20,412
494160306,284,43,25,469
494160307,396,37,24,53
494160308,1,35,12,246
494160309,473,40,21,181
494160310,200,32,17,73
494160311,237,35,12,441
494160312,100,42,17,303
494160313,336,39,15,150
494160314,394,30,14,146
494160315,310,41,13,205
494160316,242,43,12,160
494160317,114,34,12,295
494160318,472,31,17,347
494160319,161,35,16,245
494160320,422,34,14,48
494160321,73,35,18,194
494160322,240,34,21,285
494160323,128,32,13,300
494160324,144,32,19,288
494160325,294,37,14,281
494160326,56,45,25,364
494160327,248,30,13,183
494160328,47,39,23,98
494160329,19,45,20,435
494160330,370,39,14,37
494160331,424,40,21,302
494160332,463,41,17,140
494160333,24,31,17,225
494160334,358,45,17,438
494160335,411,42,15,40
494160336,271,34,23,49
494160337,116,41,20,412
494160338,284,43,25,469
494160339,396,37,24,53
494160340,1,35,12,246
494160341,473,40,21,181
494160342,200,32,17,73
494160343,237,35,12,441
494160344,100,42,17,303
494160345,336,39,15,150
494160346,394,30,14,146
494160347,310,41,13,205
494160348,242,43,12,160
494160349,114,34,12,295
494160350,472,31,17,347
494160351,161,35,16,245
494160352,422,34,14,48
494160353,73,35,18,194
494160354,240,34,21,285
494160355,128,32,13,300
494160356,144,32,19,288
494160357,294,37,14,281
494160358,56,45,25,364
494160359,248,30,13,183
494160360,47,39,23,98
494160361,19,45,20,435
494160362,370,39,14,37
494160363,424,40,21,302
494160364,463,41,17,140
494160365,24,31,17,225
494160366,358,45,17,438
494160367,411,42,15,40
494160368,271,34,23,49
494160369,116,41,20,412
494160370,284,43,25,469
494160371,396,37,24,53
494160372,1,35,12,246
494160373,473,40,21,181
494160374,200,32,17,73
494160375,237,35,12,441
494160376,100,42,17,303
494160377,336,39,15,150
494160378,394,30,14,146
494160379,310,41,13,205
494160380,242,43,12,160
494160381,114,34,12,295
494160382,472,31,17,347
494160383,161,35,16,245
494160384,422,34,14,48
494160385,73,35,18,194
494160386,240,34,21,285
494160387,128,32,13,300
494160388,144,32,19,288
494160389,294,37,14,281
494160390,56,45,25,364
494160391,248,30,13,183
494160392,47,39,23,98
494160393,19,45,20,435
494160394,370,39,14,37
494160395,424,40,21,302
494160396,463,41,17,140
494160397,24,31,17,225
494160398,358,45,17,438
494160399,411,42,15,40
494160400,271,34,23,49
494160401,116,41,20,412
494160402,284,43,25,469
494160403,396,37,24,53
494160404,1,35,12,246
494160405,473,40,21,181
494160406,200,32,17,73
494160407,237,35,12,441
494160408,100,42,17,303
494160409,336,39,15,150
494160410,394,30,14,146
494160411,310,41,13,205
494160412,242,43,12,160
494160413,114,34,12,295
494160414,472,31,17,347
494160415,161,35,16,245
494160416,422,34,14,48
494160417,73,35,18,194
494160418,240,34,21,285
494160419,128,32,13,300
494160420,144,32,19,288
494160421,294,37,14,281
494160422,56,45,25,364
494160423,248,30,13,183
494160424,47,39,23,98
494160425,19,45,20,435
494160426,370,39,14,37
494160427,424,40,21,302
494160428,463,41,17,140
494160429,24,31,17,225
494160430,358,45,17,438
494160431,411,42,15,40
494160432,271,34,23,49
494160433,116,41,20,412
494160434,284,43,25,469
494160435,396,37,24,53
494160436,1,35,12,246
494160437,473,40,21,181
494160438,200,32,17,73
494160439,237,35,12,441
494160440,100,42,17,303
494160441,336,39,15,150
494160442,394,30,14,146
494160443,310,41,13,205
494160444,242,43,12,160
494160445,114,34,12,295
494160446,472,31,17,347
494160447,161,35,16,245
494160448,422,34,14,48
494160449,73,35,18,194
494160450,240,34,21,285
494160451,128,32,13,300
494160452,144,32,19,288
494160453,294,37,14,281
494160454,56,45,25,364
494160455,248,30,13,183
494160456,47,39,23,98
494160457,19,45,20,435
494160458,370,39,14,37
494160459,424,40,21,302
494160460,463,41,17,140
494160461,24,31,17,225
494160462,358,45,17,438
494160463,411,42,15,40
494160464,271,34,23,49
494160465,116,41,20,412
494160466,284,43,25,469
494160467,396,37,24,53
494160468,1,35,12,246
494160469,473,40,21,181
494160470,200,32,17,73
494160471,237,35,12,441
494160472,100,42,17,303
494160473,336,39,15,150
494160474,394,30,14,146
494160475,310,41,13,205
494160476,242,43,12,160
494160477,114,34,12,295
494160478,472,31,17,347
494160479,161,35,16,245
494160480,422,34,14,48
494160481,73,35,18,194
494160482,240,34,21,285
494160483,128,32,13,300
494160484,144,32,19,288
494160485,294,37,14,281
494160486,56,45,25,364
494160487,248,30,13,183
494160488,47,39,23,98
494160489,19,45,20,435
494160490,370,39,14,37
494160491,424,40,21,302
494160492,463,41,17,140
494160493,24,31,17,225
494160494,358,45,17,438
494160495,411,42,15,40
494160496,271,34,23,49
494160497,116,41,20,412
494160498,284,43,25,469
494160499,396,37,24,53
494160500,1,35,12,246
494160501,473,40,21,181
494160502,200,32,17,73
494160503,237,35,12,441
494160504,100,42,17,303
494160505,336,39,15,150
494160506,394,30,14,146
494160507,310,41,13,205
494160508,242,43,12,160
494160509,114,34,12,295
494160510,472,31,17,347
494160511,161,35,16,245
494160512,422,34,14,48
494160513,73,35,18,194
494160514,240,34,21,285
494160515,128,32,13,300
494160516,144,32,19,288
494160517,294,37,14,281
494160518,56,45,25,364
494160519,248,30,13,183
494160520,47,39,23,98
494160521,19,45,20,435
494160522,370,39,14,37
494160523,424,40,21,302
494160524,463,41,17,140
494160525,24,31,17,225
494160526,358,45,17,438
494160527,411,42,15,40
494160528,271,34,23,49
494160529,116,41,20,412
494160530,284,43,25,469
494160531,396,37,24,53
494160532,1,35,12,246
494160533,473,40,21,181
494160534,200,32,17,73
494160535,237,35,12,441
494160536,100,42,17,303
494160537,336,39,15,150
494160538,394,30,14,146
494160539,310,41,13,205
494160540,242,43,12,160
494160541,114,34,12,295
494160542,472,31,17,347
494160543,161,35,16,245
494160544,422,34,14,48
494160545,73,35,18,194
494160546,240,34,21,285
494160547,128,32,13,300
494160548,144,32,19,288
494160549,294,37,14,281
494160550,56,45,25,364
494160551,248,30,13,183
494160552,47,39,23,98
494160553,19,45,20,435
494160554,370,39,14,37
494160555,424,40,21,302
494160556,463,41,17,140
494160557,24,31,17,225
494160558,358,45,17,438
494160559,411,42,15,40
494160560,271,34,23,49
494160561,116,41,20,412
494160562,284,43,25,469
494160563,396,37,24,53
494160564,1,35,12,246
494160565,473,40,21,181
494160566,200,32,17,73
494160567,237,35,12,441
494160568,100,42,17,303
494160569,336,39,15,150
494160570,394,30,14,146
494160571,310,41,13,205
494160572,242,43,12,160
494160573,114,34,12,295
494160574,472,31,17,347
494160575,161,35,16,245
494160576,422,34,14,48
494160577,73,35,18,194
494160578,240,34,21,285
494160579,128,32,13,300
494160580,144,32,19,288
494160581,294,37,14,281
494160582,56,45,25,364
494160583,248,30,13,183
494160584,47,39,23,98
494160585,19,45,20,435
494160586,370,39,14,37
494160587,424,40,21,302
494160588,463,41,17,140
494160589,24,31,17,225
494160590,358,45,17,438
494160591,411,42,15,40
494160592,271,34,23,49
494160593,116,41,20,412
494160594,284,43,25,469
494160595,396,37,24,53
494160596,1,35,12,246
494160597,473,40,21,181
494160598,200,32,17,73
494160599,237,35,12,441
494160600,100,42,17,303
494160601,336,39,15,150
494160602,394,30,14,146
494160603,310,41,13,205
494160604,242,43,12,160
494160605,114,34,12,295
494160606,472,31,17,347
494160607,161,35,16,245
494160608,422,34,14,48
494160609,73,35,18,194
494160610,240,34,21,285
494160611,128,32,13,300
494160612,144,32,19,288
494160613,294,37,14,281
494160614,56,45,25,364
494160615,248,30,13,183
494160616,47,39,23,98
494160617,19,45,20,435
494160618,370,39,14,37
494160619,424,40,21,302
494160620,463,41,17,140
494160621,24,31,17,225
494160622,358,45,17,438
494160623,411,42,15,40
494160624,271,34,23,49
494160625,116,41,20,412
494160626,284,43,25,469
494160627,396,37,24,53
494160628,1,35,12,246
494160629,473,40,21,181
494160630,200,32,17,73
494160631,237,35,12,441
494160632,100,42,17,303
494160633,336,39,15,150
494160634,394,30,14,146
494160635,310,41,13,205
494160636,242,43,12,160
494160637,114,34,12,295
494160638,472,31,17,347
494160639,161,35,16,245
494160640,422,34,14,48
494160641,73,35,18,194
494160642,240,34,21,285
494160643,128,32,13,300
494160644,144,32,19,288
494160645,294,37,14,281
494160646,56,45,25,364
494160647,248,30,13,183
494160648,47,39,23,98
494160649,19,45,20,435
494160650,370,39,14,37
494160651,424,40,21,302
494160652,463,41,17,140
494160653,24,31,17,225
494160654,358,45,17,438
494160655,411,42,15,40
494160656,271,34,23,49
494160657,116,41,20,412
494160658,284,43,25,469
494160659,396,37,24,53
494160660,1,35,12,246
494160661,473,40,21,181
494160662,200,32,17,73
494160663,237,35,12,441
494160664,100,42,17,303
494160665,336,39,15,150
494160666,394,30,14,146
494160667,310,41,13,205
494160668,242,43,12,160
494160669,114,34,12,295
494160670,472,31,17,347
494160671,161,35,16,245
494160672,422,34,14,48
494160673,73,35,18,194
494160674,240,34,21,285
494160675,128,32,13,300
494160676,144,32,19,288
494160677,294,37,14,281
494160678,56,45,25,364
494160679,248,30,13,183
494160680,47,39,23,98
494160681,19,45,20,435
494160682,370,39,14,37
494160683,424,40,21,302
494160684,463,41,17,140
494160685,24,31,17,225
494160686,358,45,17,438
494160687,411,42,15,40
